language,number_occurrences,translations_freq
hbo,117,"{'הַשָּׁמַ֖יִם': 7, 'כָּל־עֹ֣וף': 5, 'וּבְעֹ֣וף': 3, 'וְעַד־עֹ֣וף': 2, 'וְעֵ֣ץ': 2, 'וְשָׁחַ֖ט': 2, 'הַצִּפֹּ֔ור': 2, 'לְעֹ֥וף': 2, 'עֹ֥וף': 2, 'וּמֵעֹ֖וף': 2, 'צִפֹּ֣ור': 2, 'וְעֹוף֙': 1, 'כָּל־עֹ֤וף': 1, 'וְהָעֹ֖וף': 1, 'וּלְכָל־עֹ֨וף': 1, 'הַשָּׁמַ֔יִם': 1, 'טְהֹרָ֑ה': 1, 'וְכָל־הָעֹ֣וף': 1, 'מִכָּל־בָּשָׂ֗ר': 1, 'וְכָל־הָעֹ֔וף': 1, 'כָּל־נֶ֤פֶשׁ': 1, 'וְאֶת־הַצִפֹּ֖ר': 1, 'וְהָעֹ֗וף': 1, 'לָעֹ֖וף': 1, 'וְהָעֹ֔וף': 1, 'יִקַּ֣ח': 1, 'הַֽחַיָּ֖ה': 1, 'וְאֵת֮': 1, 'אֶת־הַצִּפֹּ֧ר': 1, 'אֹו־עֹ֖וף': 1, 'לַטְּמֵאָ֔ה': 1, 'כָּל־צִפֹּ֣ור': 1, 'טְהֹרָ֖ה': 1, 'כָּל־עֹ֥וף': 1, 'עֹ֨וף': 1, 'עֹ֣וף': 1, 'שֵׁשׁ־בְּרֻרֹ֤ות': 1, 'וְעֹ֥וף': 1, 'פַחִ֑ים': 1, 'לֹֽא־יְדָ֣עֹו': 1, 'כַּצִּפֹּ֑ור': 1, 'נ֝֗וּדִי': 1, 'שְׁאֵ֑ר': 1, 'לְעֹ֣וף': 1, 'גַּם־צִפֹּ֨ור': 1, 'כְּ֝צִפֹּ֗ור': 1, 'צִפֳּרִ֣ים': 1, 'כְּצִפֹּ֥ור': 1, 'וְצִפֹּ֥ור': 1, 'וּ֝כְצִפֹּ֗ור': 1, 'כַּצִּפֹּ֣ור': 1, 'כְּ֭צִפֹּור': 1, 'וְכַ֨צִּפֳּרִ֔ים': 1, 'עֹ֤וף': 1, 'כְעֹוף־נֹודֵ֖ד': 1, 'לְעֵ֣יט': 1, 'כְּצִפֳּרִ֣ים': 1, 'עֲצָתֹו': 1, 'כָּעָ֣ב': 1, 'מָ֣לֵא': 1, 'מֵעֹ֤וף': 1, 'צָב֤וּעַ': 1, 'אֹיְבַ֥י': 1, 'קִֽנְנוּ֙': 1, 'לְעֵ֨יט': 1, 'לְצִפֹּ֨ור': 1, 'בָּרָ֤א': 1, 'וְעִם־חֵיוְתָ֥א': 1, 'אֲנָשָׁ֗א': 1, 'מָרִ֥י': 1, 'יַתִּירָ֖ה': 1, 'אַרְבַּ֛ע': 1, 'וְעִם־עֹ֣וף': 1, 'יֶחֶרְד֤וּ': 1, 'הֲתִפֹּ֤ל': 1}"
hch,18,"{'viquixi': 15, ""xecate'aye'axe"": 1, 'vavaiyari': 1, 'ratüa': 1}"
heb,18,"{'עוֹפוֹת': 4, 'וְעוֹפוֹת': 3, 'וּלְעוֹפוֹת': 2, 'הַדֶּרֶךְ': 2, 'בְּעוֹפוֹת': 1, 'שֶׁעוֹפוֹת': 1, 'מִצִּפּוֹרִים': 1, 'מִשֶּׁלָּהֶם': 1, 'בַּעֲלֵי': 1, 'הָעוֹפוֹת': 1}"
heg,42,"{'tilu-kee': 10, 'kee-tilu': 8, 'kas': 7, 'maas': 4, 'kee': 3, 'hong': 2, 'ikan': 1, 'keos': 1}"
heh,18,"{'ifidege': 14, 'fidege': 1, 'inzoka': 1, 'agifivifya': 1, 'gulukige': 1}"
hif,18,"{'chiṛia': 16, 'pakchhi': 1, 'ban': 1}"
hig,18,"{'""yə': 18}"
hil,18,"{'pispis': 17, 'kapispisan': 1}"
hin,18,"{'पंछी': 5, 'पक्षियों': 5, 'पंछियों': 4, 'पक्षी': 4}"
hix,18,"{'torono': 6, 'heno': 4, 'komo': 3, 'nyahmen': 1, 'tahotàhkem': 1, 'hunu': 1, 'tàrar': 1}"
hla,18,"{'apena': 15, 'has': 1}"
hlt,18,"{'va': 17, 'lawngkhaw': 1}"
hmo,18,"{'manudia': 9, 'manu': 9}"
hne,18,"{'चिरईमन': 14, 'चिरई': 1}"
hnj,135,"{'noog': 75, 'naag': 22, 'daav': 9, 'laj': 7, 'yaa': 3, 'yaam': 2, 'sau': 1, 'tsaj': 1, 'nyeg': 1, 'ntshaav': 1, 'miv': 1, 'tis': 1, 'muaj': 1, 'nruab': 1, 'nti': 1, 'cuab': 1}"
hnn,18,"{'manuk': 17, 'pag-ampuan': 1}"
hns,18,{'tjierai': 18}
hop,18,"{'masay’yuṅqam': 11, 'masay’yuṅqamuy': 5}"
hot,18,"{'menak': 16, 'elav': 2}"
hra,135,"{'vâ': 15, 'vâhai': 13, 'vatehai': 12, 'chunglêng': 11, 'vahai': 10, 'va': 10, 'vahaiin': 9, 'vuang': 6, 'mitha': 3, 'fa': 3, 'vatêhaiin': 2, 'pat': 2, 'chongzong': 2, 'vate': 2, 'irmuhai': 1, 'thing': 1, 'irlim': 1, 'bokvâka': 1, 'tatak': 1, 'chângin': 1, 'lua’n': 1, 'irbu': 1, 'ipan': 1, 'boiin': 1, 'irmu': 1, 'irmupui': 1, 'irkuang': 1, 'inthim': 1, 'vatêhai': 1, 'irphu’n': 1, 'inbualna': 1}"
hrv,135,"{'ptice': 42, 'ptica': 26, 'pticama': 14, 'pticu': 9, 'leteća': 7, 'letećim': 6, 'letećih': 5, 'lete': 3, 'stvorenja': 3, 'krilate': 3, 'krilata': 2, 'ptičje': 2, 'leteće': 1, 'ptičarske': 1, 'pticom': 1, 'krilato': 1, 'ptičji': 1, 'ptičja': 1}"
hto,18,"{'féedɨnuiaɨ': 6, 'ófocuizaɨ': 5, 'ófocuiñuaɨ': 2, 'féedɨno': 2, 'feede': 1, 'uái': 1, 'jɨlláɨllɨnona': 1}"
hub,18,"{'chigki': 4, 'nanamtin': 3, 'chigkinusha': 2, 'chumpiamu': 2, 'nanamaina': 1, 'amukuiti': 1, 'nanamainaksha': 1, 'amukaru': 1, 'tumasketi': 1, 'napi': 1}"
hui,18,"{'ega': 6, 'bedaru': 2, 'egame': 2, 'bedarume': 2, 'yagalo': 1, 'gumbaha': 1, 'ibuwa': 1, 'tara': 1, 'tombene': 1, 'ibaga': 1}"
hun,135,"{'repdeső': 47, 'madár': 18, 'madarat': 12, 'madarak': 11, 'szárnyas': 6, 'madarainak': 5, 'madarai': 5, 'madarakat': 3, 'szárnyasai': 3, 'szárnyasok': 2, 'madarait': 2, 'más': 1, 'telepedni': 1, 'vesznek': 1, 'madárral': 1, 'szárnyasokat': 1, 'madárszóra': 1, 'otthagyatnak': 1, 'repülve': 1, 'madárra': 1, 'madaraknak': 1, 'legkülönfélébb': 1, 'madaraknál': 1, 'madaraké': 1, 'ég': 1}"
hus,18,"{""ch'ichintsik"": 18}"
huu,18,"{'silliñɨaɨ': 5, 'fɨnodɨmacɨ': 3, 'jaiacania': 1, 'faɨa': 1, 'jorode': 1, 'isoide': 1, 'ofomaɨaɨ': 1}"
huv,18,"{'quiec': 16, 'quieque': 1, 'masey': 1}"
hvn,18,"{'dolila': 9, 'lila': 6, 'era': 1, 'doli': 1, 'bhege': 1}"
hwc,18,"{'birds': 15, 'fly': 1, 'dese': 1, 'babylon': 1}"
hye,135,"{'թռչունները': 31, 'թռչուններին': 17, 'թռչունների': 14, 'թռչնի': 13, 'թռչուններից': 11, 'թռչուն': 8, 'թռչունը': 7, 'թռչուններ': 5, 'թռչունի': 3, 'թռչունն': 3, 'թռչունին': 2, 'բռնի': 1, 'պատկեր': 1, 'թևավոր': 1, 'թռչուննե՛ր': 1, 'թռչուններն': 1, 'փախչող': 1, 'թռչում': 1, 'թռչունից': 1, 'ճյուղերի': 1, 'մեջքին': 1}"
ian,18,"{'waavi': 13, 'yetɨga': 1, 'nda': 1, 'viyanja': 1, 'kɨgɨn': 1, 'yalaa': 1}"
iba,18,"{'burung': 17, 'diau': 1}"
ibo,135,"{'ufe': 75, 'nnụnụ': 48, 'anụ': 3, 'nku': 2, 'meekwa': 1, 'feere': 1, 'asị': 1}"
icr,18,"{'bord': 17, 'fraitnin': 1}"
ifa,18,"{'hamuti': 15, 'hamutiy': 1, 'nate': 1}"
ifb,18,"{'hamuti': 12, 'hamutiy': 2, 'umungal': 1, 'paniawon': 1, 'amuonan': 1, 'ihinanda': 1}"
ifk,18,"{'hamuti': 10, 'hamutiy': 3, 'paniawon': 1, 'hukina': 1, 'katena': 1, 'hahamuti': 1}"
ifu,18,"{'hagwiti': 14, 'hetayyatayyap': 2, 'pun-emengan': 1, 'ihcha': 1}"
ify,135,"{'sisit': 106, 'nambakbaklang': 2, 'insektoh': 1, 'manuk': 1, 'kameipahpahding': 1, 'beding': 1, 'iddutan': 1, 'iggibek': 1, 'hegamlan': 1, 'immelan': 1, 'dakeyuddan': 1, 'nemangngapangnga': 1, 'nebalbalol': 1, 'kapi-yewaddan': 1, 'kamansinayyab': 1}"
ign,18,"{'káyureana': 8, 'járajapainapa': 2, ""tiúnayare'i"": 1, ""nanukuirapa'i"": 1, ""támakeneanapa'i"": 1, ""najiraucha'i"": 1, 'kayure': 1, 'kichareana': 1, ""taiñema'ikeneana"": 1, 'járajapapa': 1}"
ike,135,"{'ᑎᖕᒥᐊᓪᓗ': 20, 'ᑎᖕᒥᐊᓄᑦ': 11, 'ᑎᖕᒥᐊᑦ': 10, 'ᑎᖕᒥᐊᓂᒡᓗ': 5, 'ᑎᖕᒥᐊᓄᓪᓗ': 5, 'ᑎᖕᒥᐊᓕᒫᓪᓗ': 5, 'ᑎᖕᒥᐊᑉ': 5, 'ᑐᖁᔪᑦ': 3, 'ᑎᖕᒥᐊᑎᑐᑦ': 3, 'ᑎᖕᒥᐊᑯᓘᑉ': 2, 'ᑎᖕᒥᐊᑯᓗᒃ': 2, 'ᑎᖕᒥᐊᖅ': 2, 'ᑎᖕᒥᐊᓕᒫᓄᑦ': 2, 'ᓯᓚᓗ': 1, 'ᑎᖕᒥᐊᓗ': 1, 'ᐱᕝᕕᒋᓪᓗᒋᑦ': 1, 'ᐆᒪᔪᖁᑎᓄᓪᓗ': 1, 'ᒪᕐᕈᐃᖑᓕᖅᑎᑉᐰᑦ': 1, 'ᐃᕕᐅᔭᕐᖕᒥᑦ': 1, 'ᑎᖕᒥᐊᓂᓪᓗ': 1, 'ᑎᖕᒥᐊᖑᒃᐸᑦ': 1, 'ᓇᐹᖅᑐᕕᓂᕐᖕᒥᒡᓗ': 1, 'ᒪᑉᕉᖕᓂᒃ': 1, 'ᑐᖁᑦᓴᕆᐊᖃᖅᐹ': 1, 'ᑎᖕᒥᐊᑯᓗᒡᓗ': 1, 'ᑎᖕᒥᐊᓐᖑᐊᖑᒐᓗᐊᖅᐸᓪᓘᓐᓃᑦ': 1, 'ᓂᕆᔪᓐᓇᖅᐳᓯ': 1, 'ᓴᓗᒪᔪᑦ': 1, 'ᐅᐸᒃᑕᐅᓗᓯ': 1, 'ᖁᒡᓗᒋᐊᓂᒃ': 1, 'ᐊᕙᑎᓕᒫᕐᖕᓂ': 1, 'ᖃᖓᑕᕙᒃᑐᓂᑦ': 1, 'ᑎᖕᒥᐊᑐᑦ': 1, 'ᖁᐸᓄᐊᑦ': 1, 'ᐃᓄᑑᔪᑎᑐᑦ': 1, 'ᑎᖕᒥᐊᖏᑦ': 1, 'ᐹᕐᖑᖅᑏᑦ': 1, 'ᑎᖏᑲᐅᖅᑐᕆᐊᓕᕆᑦ': 1, 'ᓄᓗᐊᓄᑦ': 1, 'ᓴᐹᕉᑉ': 1, 'ᑎᖕᒥᐊᖅᐸᓗᖕᒧᑦ': 1, 'ᑎᖏᑎᑕᐅᓯᒪᔪᑎᑐᑦ': 1, 'ᓂᕕᐅᖅᓗᓂ': 1, 'ᑎᖕᒥᐊᖅᔪᐊᒥᒃ': 1, 'ᖃᖓᑕᕙᑦ': 1, 'ᓂᖃᐅᓕᕈᒫᖅᐳᑦ': 1, 'ᓂᕆᔭᒃᓴᐅᖁᓪᓗᒋᑦ': 1, 'ᓂᕿᒋᔭᐅᓕᕈᒫᖅᐳᑦ': 1, 'ᐊᑭᕋᓄᑦ': 1, 'ᓂᕿᒋᔭᐅᑎᓕᕈᒫᖅᐸᒋᑦ': 1, 'ᑐᖁᑐᐃᓐᓇᖅᑐᕕᓂᕐᖕᒥᒃ': 1, 'ᑯᑭᖏᑎᑐᑦ': 1, 'ᖃᖓᑕᑎᓪᓗᒋᑦ': 1, 'ᑐᓪᓕᕋᖅᑕᐅᕗᑦ': 1, 'ᐱᓪᓚᕆᐅᓂᖅᓴᒻᒪᕆᐅᕗᓯ': 1, 'ᐹᕐᖑᖅᑎᓂᒡᓗ': 1, 'ᑐᖁᔪᒫᖅᑑᑉ': 1, 'ᑎᒥᖃᖅᐳᑦ': 1, 'ᐊᐅᓚᑕᐅᔪᓐᓇᖅᓯᔪᓐᓇᖅᐳᑦ': 1, 'ᐊᓂᓯᒪᔪᒧᑦ': 1}"
ikk,18,"{'nnụnụ': 16, 'fee': 1, 'bi': 1}"
ikw,18,"{'ọnunu': 17, 'wọnunu': 1}"
ilb,14,"{'bazuni': 12, 'bauluka': 1, 'luciso': 1}"
ilo,135,"{'tumatayab': 60, 'agtaytayab': 49, 'agtatayab': 14, 'nagpayak': 8}"
imo,18,"{'ongo': 2, 'kerama': 2, 'takoko': 2, 'kera': 2, 'tirimo': 1, 'manga': 1, 'keramani': 1, 'peremele': 1, 'melemanga': 1, 'akuna': 1}"
inb,18,"{'piskukunapas': 3, 'simillakunataka': 3, 'piskukunamanda': 2, 'piskukuna': 2, 'gallinasukuna': 2, 'chasakunapika': 1, 'tukú': 1, 'piskukunasina': 1, 'piskukunapaka': 1, 'kaugsagkunata': 1, 'kaugsadirupasmi': 1}"
ind,135,"{'terbang': 49, 'burung': 40, 'burung-burung': 20, 'unggas': 14, 'bersayap': 8}"
ino,18,"{""e'a"": 4, 'namayakamoki': 3, ""aka'ae"": 2, ""o'mai'netapae"": 1, 'havaesaya': 1, ""auluna'afi"": 1, ""apa'kasetapa"": 1, 'namayaka': 1, 'atalaka': 1, ""u'e'a"": 1}"
iou,56,"{'barak': 32, 'baraktä': 4, 'naŋ': 2, 'mebäri': 1, 'gwak': 1, 'barakä': 1, 'umuritä-yäŋ': 1, 'siäŋ': 1, 'yepmäŋiräkaŋ': 1, 'yori': 1, 'näneŋ': 1, 'eŋini': 1}"
ipi,18,"{'eka': 10, 'paliyaini': 2, 'omalamane': 1}"
iqw,18,"{'ụnwenu': 7, ""l'eli"": 6, 'nwẹnu': 2, 'enweru': 1, 'kpakọru': 1, 'ephe': 1}"
iri,18,"{'yi': 9, 're̱mie̱': 7, 'nzhwe': 1}"
irk,18,"{'tsir/o': 13, 'tsir/ooro': 3, ""ya'aawasle"": 1, 'ahhiiti': 1}"
iry,18,"{'ibon': 15, 'mag-ilayog': 2}"
isd,18,{'an-anù': 18}
isl,18,"{'fuglar': 9, 'fugla': 4, 'fuglarnir': 2, 'fuglunum': 1, 'fuglum': 1, 'fuglanna': 1}"
ita,135,"{'uccelli': 36, 'creature': 28, 'volatile': 20, 'volatili': 14, 'uccello': 14, 'l’uccello': 7, 'alata': 3, 'alate': 3, 'vivo': 2, 'dell’uccello': 1, 'alato': 1, 'alati': 1, 'volando': 1}"
itv,18,{'mammanuk': 18}
ium,135,"{'norqc': 88, 'ndaamv-lungh': 30, 'ndaix': 3, 'jaangv': 2, 'jaangv-ngongh': 1, 'ndaatv': 1, 'jai': 1, 'mungz': 1, 'meix': 1, 'domh': 1}"
ivb,18,"{'manomanok': 11, 'manomanokaw': 2, 'somayasayapaw': 1, 'somayapsayap': 1, 'pinatnek': 1, 'komayakayab': 1}"
ivv,18,"{'manomanok': 15, 'balor': 1, 'vinyay': 1, 'chinan': 1}"
iws,18,"{'ɨpiyɨn': 7, 'ɨpiyɨnɨm': 5, 'whɨeyɨm': 2, 'ɨugi': 1, 'mɨnɨm': 1, 'whɨe': 1, 'ɨkɨm': 1}"
ixl,18,"{""tz'ikine'"": 10, ""nixich'an"": 6, 'isok': 1, 'txooil': 1}"
izr,18,"{'nanon': 17, 'kyr': 1}"
izz,18,"{'ẹnu': 11, 'ephe': 6, 'ẹnù': 1}"
jac,18,"{""ch'ic"": 11, ""no'"": 5, 'yatut': 1}"
jae,18,"{'moc': 17, 'ŋagêsuŋ': 1}"
jam,18,{'bod': 18}
jav,135,"{'manuk': 64, 'manuk-manuk': 25, 'peksi-peksi': 5, 'peksi': 5, 'kéwan': 2, 'manuké': 2, 'bangsané': 2, 'dakpakakaké': 2, 'mabur': 2, 'rong': 1, 'iberan': 1, 'piyik': 1, 'kiwa-tengenmu': 1, 'ingon-ingon': 1, 'sato': 1, 'nganggo': 1, 'lepas': 1, 'ngono': 1, 'swantening': 1, 'rujuk': 1}"
jbu,18,"{'anyi': 7, 'pen': 6, 'nyi': 3, 'gwa': 2}"
jic,18,"{'tsipyaya': 7, 'jis': 3, 'tsintsil': 2, 'jiquil': 2, 'sanata': 1, 'animalpan': 1, 'jana': 1, 'manta': 1}"
jiv,18,"{'chiṉki': 5, 'chiṉkisha': 4, 'nanamtinniasha': 3, 'nanamtin': 2, 'naṉkaamaschakaitrum': 1, 'napisha': 1, 'nanamtincha': 1, 'pasuṉmainiawai': 1}"
jmc,18,"{'ndeye': 14, 'tikalya': 2, 'teefo': 1}"
jpn,135,"{'は道路のわきに落ち，鳥が来てそれを食べてしまいました': 2, 'そして，飛ぶ生き物は地に多くなれ」': 1, 'あなたと共にいるあらゆる肉なるあらゆる生き物を，飛ぶ生き物も，獣も，地の上を動くすべての動く生き物も，あなたと一緒に携え出しなさい': 1, 'また，あなた方と共にいるすべての生きた魂に対しても': 1, 'そして祭司は命令を出すように': 1, '地にいるどんな獣の表象も，天を飛ぶどんな翼を持つ鳥の表象も，': 1, 'そして，あなたの死体は天のあらゆる飛ぶ生き物と野の獣のための食物となり，': 1, 'そしてフィリスティア人はさらにダビデに言った，「さあ，わたしに向かって来い': 1, 'わたしは必ずフィリスティア人の陣営の死がいをこの日，天の鳥や地の野獣にくれてやる': 1, '彼女は昼は天の鳥が，また夜は野の野獣が彼らの上にとどまるのを許さなかった': 1, 'ヤラベアムの者で，都市で死ぬ者は犬がこれを食らい，野で死ぬ者は天の鳥がこれを食らうであろう': 1, 'バアシャの者で，都市で死ぬ者は犬がこれを食らい，彼の者で，野で死ぬ者は天の鳥がこれを食らうであろう」': 1, 'アハブの者で，都市で死ぬ者は犬がこれを食らい尽くし，野で死ぬ者は天の鳥がこれを食らい尽くすであろう': 1, '天の鳥，海の魚，': 1, 'あなたの忠節な者たちの肉を地の野獣に': 1, 'そこに鳥が巣を作ります': 1, 'はうものと翼ある鳥よ': 1, '鳥のように自分を救い出せ': 1, '理由がある': 1, 'そして，この民の死体は必ず天の飛ぶ生き物や地の獣の食物となり，': 1, 'あなたとあなたのすべての隊，およびあなたと共にいるもろもろの民は': 1, '「そして，人の子よ，あなたについては，主権者なる主エホバはこのように言われた': 1, 'このあなたが，その金の頭です': 1, 'のように，そのつめは鳥の': 1, '天の飛ぶ生き物のように，わたしは彼らを': 1, 'はとのようにアッシリアの地から': 1, 'それでも，あなた方の天の父はこれを養っておられます': 1, 'あなた方は，鳥よりずっと価値があるではありませんか': 1, '肉': 1, 'わたしはまた，ひとりのみ使いが太陽の中に立っているのを見た': 1, 'そして，すべての鳥は，彼らの肉': 1}"
jra,18,"{'čĭm': 9, 'brĭm': 8, 'čoh': 1}"
jvn,18,"{'manuk': 7, 'manuk-manuk': 5, 'manuké': 1, 'séjé': 1, 'kéwan-kéwan': 1, 'wong': 1}"
kaa,85,"{'quslar': 13, ""quslardın'"": 11, 'qus': 9, ""quslarg'a"": 8, 'quslardı': 6, 'ushıp': 4, 'qustı': 4, 'haywanatlar': 2, 'taza': 2, ""tu'rli"": 1, 'jup-jup': 1, 'mallar': 1, 'shoqıp': 1, ""ajıratıwın'ız"": 1, 'bazıları': 1, 'denelerdi': 1, ""ko'ktegi"": 1, ""ku'nlik"": 1, 'duzaqlar': 1, ""janlardın'"": 1, 'demeydi': 1, ""oynag'an"": 1, 'ket': 1, ""shımshıqtın'"": 1, 'qusqa': 1, 'sestinen': 1, 'qımbatlısızlar': 1, 'qusları': 1, 'bawırlawshılardı': 1, 'uyası': 1, ""o'liginin'"": 1}"
kab,18,"{'ifṛax': 8, 'yefṛax': 4, 'igenni': 3, 'leḍyuṛ': 2, 'iɛefnen': 1}"
kac,135,"{'u': 90, 'malen': 9, 'pyen': 6, 'langda': 3, 'ashan': 2, 'ni': 2, 'ntsa': 2, 'shachyaw': 1, 'n': 1, 'hte': 1, 'shingtai': 1, 'tsa': 1, 'hkawm': 1, 'tsip': 1, 'goga': 1}"
kal,15,"{'qilaallu': 6, 'timmissallu': 3, 'timmiai': 2, 'timmiaanit': 1, 'pingaarnerungaarpusi': 1, 'maajunnartunullu': 1, 'qilaap': 1}"
kan,18,"{'ಪಕ್ಷಿಗಳು': 4, 'ಪಕ್ಷಿಗಳಿಗೆ': 3, 'ಹಕ್ಕಿಗಳು': 2, 'ಗಮನಿಸಿರಿ': 1, 'ಬಿಡುತ್ತದೆ': 1, 'ಬೆಲೆಬಾಳುವವರಲ್ಲವೆ': 1, 'ಪಕ್ಷಿಗಳೂ': 1, 'ವನ್ಯಮೃಗಗಳೂ': 1, 'ಪಕ್ಷಿ': 1}"
kao,18,"{'xonolu': 15, 'wulaxonosubu': 1, 'dugudula': 1, 'balalu': 1}"
kap,4,"{'меццакал': 1, 'богиціна': 1, 'мекьейа': 1}"
kaq,18,"{'hihsabo': 9, 'hihsabaan': 3, 'hishminbo': 2, 'topiquin': 1, 'quini': 1, 'paichi': 1}"
kat,18,"{'ცის': 4, 'ფრინველებს': 2, 'ფრინველები': 2, 'ფრინველთა': 2, 'სხვანაირი': 1, 'თავშესაფრად': 1, 'ფრინველს': 1, 'ფრინველი': 1}"
kaz,18,"{'құстар': 6, 'құстарға': 2, 'құстардың': 2, 'құстары': 2, 'ұшып': 1, '!': 1, 'жануарлар': 1, 'құст': 1, 'құстард': 1, 'айналды': 1}"
kbc,18,"{'ilaaǥaxodi': 17, 'libatoli': 1}"
kbd,4,"{'къуалэбзухэм': 3, 'къуалэбзуми': 1}"
kbh,18,"{'shlofts̈ënga': 8, 'imojástjajna': 2, 'nÿetscna': 2, 'shlofts̈ëngna': 1, 'shlofts̈etémëngna': 1, 's̈monduámana': 1, 'shlofts̈ëngcá': 1, 'osjojnayënga': 1, 'oyeniñe': 1}"
kbm,18,"{'mank': 16, 'kambam': 2}"
kbp,18,{'sumasɩ': 17}
kbq,46,"{'hareno': 5, ""nmamo'za"": 5, 'nmane': 4, 'namamofona': 3, 'vono': 2, 'vano': 2, 'namamo': 2, ""nmamo'zanena"": 1, 'zgagfama': 1, 'nma': 1, 'vene': 1, 'nontega': 1, 'ventefinti': 1, 'kma': 1, 'krifu': 1, ""zamire'ma"": 1, 'zgamo': 1, ""nma'zgamo"": 1, 'evuramigeno': 1, ""afi'"": 1, 'rentroko': 1, 'havu': 1, 'amigazana': 1, 'zmasaguregati': 1, ""mni'naza"": 1, 'zmavufga': 1}"
kbr,18,"{'yoobbii': 4, ""kafeena'o"": 2, 'maciqqi': 2, ""kafeena'on"": 1, 'macii': 1, 'beshaachotina': 1, 'qitemmi': 1, ""cooxina'onaa"": 1, ""sha'aa"": 1, 'tunatiyoche': 1, ""gaceena'o"": 1}"
kck,30,"{'nyuni': 27, 'zhazho': 1}"
kdc,18,"{'ndege': 15, 'iwabondwa': 1, 'wogevuza': 1}"
kde,18,"{'vyuni': 13, 'lyavyuni': 1, 'wavyuni': 1, 'anditawala': 1, 'vyashinyadinyadi': 1, 'malembo': 1}"
kdh,4,{'siḿsi': 4}
kdi,18,{'winy': 18}
kdj,18,"{'ŋikyeny': 15, 'ŋikieny': 2}"
kdl,18,"{'nnu': 16, 'asakali': 2}"
kek,135,"{'xul': 43, ""neque'rupupic"": 34, ""so'sol"": 8, 'tzentzeyul': 8, ""josk'"": 3, ""neque'xic'an"": 3, 'narupupic': 2, ""ta̱c'amek'"": 2, 'chixtiuheb': 2, ""coc'"": 2, ""xic'anel"": 2, ""te'xtiu"": 2, 'choxa': 1, 'tinba̱nu': 1, ""que'cube"": 1, 'rupupic': 1, 'xtibel': 1, ""neque'ti'oc"": 1, ""sic'bil"": 1, ""tz'unun"": 1, ""t'ant'o̱queb"": 1, 'junpa̱t': 1, ""ra'al"": 1, 'e̱tzacae̱mk': 1, 'tib': 1}"
ken,18,"{'kɛnɛn': 16, 'kɛ́twɔ́': 1, 'kɔŋ': 1}"
kew,27,"{'yaanumi': 5, 'yaanu': 3, 'yaa': 3, 'poga': 2, 'yaanuri': 2, 'komea': 1, 'roalade': 1, 'aeme': 1, 'biyaa': 1}"
kez,18,"{'bunɔɔn': 14, 'buffu': 3, 'bukutnɛ': 1}"
kff,18,"{'పిటెకు': 4, 'పిటేకు': 3, 'ఎగరాని': 2, 'ఆకాసతె': 2, 'ఊడాటి': 1, 'గింజకిని': 1, 'గొప్పవారుగా': 1, 'వీత్తో': 1, 'పొతిమేకిని': 1, 'పిటేకి': 1, 'తిరుప్తిగా': 1}"
kgf,30,"{'nei': 23, 'sawa': 1, 'giŋgiŋaiguc': 1, 'neinéŋ': 1, 'qeŋgaŋginaguc': 1, 'iniri': 1, 'ʒuku': 1}"
kgk,18,"{'gwyra': 14, 'ojeaityvapo-ma': 1, ""ra'anga-pe"": 1, 'nhamománso': 1}"
kgp,18,"{'sẽsĩ': 12, 'jẽsĩ': 4, 'kar': 2}"
khk,18,"{'shuvuud': 11, 'shuvuudad': 2, 'shuvuudyg': 1, 'tuuteed': 1, 'shuvuudaas': 1, 'zagasnuudyn': 1, 'uur': 1}"
khm,18,"{'និងសត្វហើរលើអាកាស': 2, 'តើមិនមានតម្លៃជាងសត្វស្លាបទេឬ': 1, 'សត្វស្លាប': 1, 'ហើយជាជម្រករបស់សត្វស្លាបទាំងអស់ដែលស្មោកគ្រោកនិងគួរឲ្យស្អប់ខ្ពើម': 1}"
khs,18,"{'a:nema:yewi': 5, 'a:nema:': 5, 'a:nema:wa': 2, 'aiwa': 2, 'inapola:': 1, 'ewawala': 1, 'tesema': 1}"
khy,18,{'nɔli': 18}
khz,18,"{'manu': 12, 'manura': 5, 'evega-maranarana': 1}"
kia,135,"{'njoole': 114, 'boge': 4, 'ne': 3, ',': 2, 'dol': 1, 'sugi': 1, 'dolla': 1, 'dḛḛ': 1, 'so': 1, 'zul': 1}"
kik,18,{'nyoni': 17}
kin,135,"{'n’ibiguruka': 23, 'ibiguruka': 17, 'inyoni': 17, 'n’inyoni': 12, 'ibisiga': 10, 'nk’inyoni': 7, 'biguruka': 5, 'ikiguruka': 4, 'n’ibisiga': 4, 'nyoni': 3, 'aribwe': 3, 'azayirekure': 2, 'y’inyoni': 2, 'amababa': 2, 'by’ibiguruka': 2, 'ay’ibiguruka': 1, 'azayifate': 1, 'y’ibiguruka': 1, 'gisiga': 1, 'mbizi': 1, 'ibagushiriza': 1, 'mwa': 1, 'ry’inyoni': 1, 'kikava': 1, 'baguruka': 1, 'ibyokurya': 1, 'nk’igisiga': 1, 'nzabatanga': 1, 'nk’iz’ibisiga': 1, 'cyagurutse': 1, 'ziraza': 1, 'n’iy’ibiguruka': 1, 'w’inyoni': 1}"
